complexity,effort,size,doc_density,maintainability,has_bug,source_dataset
3.0,1396.71,10,0.0,63.73,0,jm1
4.0,224.06,21,0.125,56.95,0,jm1
14.0,73933.93,89,0.17647058823529413,33.59,0,jm1
9.0,5667.46,35,0.0,47.06,0,jm1
9.0,6256.29,59,0.0,41.81,0,jm1
3.0,1498.37,21,0.11764705882352941,54.84,0,jm1
2.0,1623.98,16,0.0,57.28,0,jm1
2.0,1050.23,10,0.0,62.44,0,jm1
3.0,1733.15,18,0.15384615384615385,57.09,0,jm1
2.0,1132.67,17,0.0,57.01,0,jm1
2.0,756.83,15,0.0,58.76,0,jm1
4.0,4995.78,26,0.045454545454545456,50.59,0,jm1
4.0,4064.76,26,0.041666666666666664,50.59,0,jm1
2.0,1123.77,18,0.07692307692307693,56.28,0,jm1
7.0,13988.36,46,0.0,43.08,0,jm1
4.0,13747.33,45,0.225,43.8,0,jm1
2.0,1371.28,18,0.0,56.51,0,jm1
2.0,488.51,12,0.125,62.26,0,jm1
4.0,3320.36,23,0.0,52.64,0,jm1
3.0,1797.92,16,0.0,57.05,0,jm1
3.0,1375.49,15,0.0,58.09,0,jm1
6.0,9617.54,29,0.0,47.94,0,jm1
1.0,133.19,5,0.0,73.55,0,jm1
3.0,1835.1,18,0.0,56.92,0,jm1
1.0,104.61,4,0.0,75.93,0,jm1
2.0,406.53,9,0.0,66.24,0,jm1
10.0,80603.62,70,0.05,36.88,0,jm1
8.0,24764.74,48,0.022727272727272728,39.61,0,jm1
44.0,0.0,534,0.0,34.58,0,jm1
2.0,328.11,14,0.0,61.8,0,jm1
6.0,1832.8,40,0.0,47.64,0,jm1
1.0,549.52,7,0.0,68.05,0,jm1
6.0,16239.18,47,0.13157894736842105,43.21,0,jm1
4.0,3078.85,19,0.0,54.79,0,jm1
3.0,627.37,9,0.16666666666666666,65.11,0,jm1
8.0,21262.85,81,0.28,37.16,0,jm1
4.0,10387.42,31,0.0,47.89,0,jm1
8.0,19411.73,57,0.11428571428571428,40.78,0,jm1
14.0,18457.34,45,0.1891891891891892,42.54,0,jm1
2.0,1634.74,17,0.16666666666666666,57.95,0,jm1
7.0,0.0,51,0.0,61.81,0,jm1
6.0,4520.16,28,0.0,50.22,0,jm1
6.0,6596.53,29,0.0,49.52,0,jm1
5.0,5066.95,25,0.0,51.51,0,jm1
15.0,38930.03,84,0.11842105263157894,34.3,0,jm1
5.0,2411.64,34,0.15384615384615385,48.92,0,jm1
6.0,3256.96,22,0.0,52.87,0,jm1
1.0,91920.19,61,0.044444444444444446,39.48,0,jm1
15.0,139720.91,143,0.07518796992481203,27.02,0,jm1
2.0,10750.61,30,0.18181818181818182,48.71,0,jm1
1.0,718.87,11,0.14285714285714285,63.47,0,jm1
1.0,1473.33,10,0.0,63.11,0,jm1
2.0,3631.98,21,0.21428571428571427,54.2,0,jm1
2.0,17019.53,51,0.23684210526315788,41.89,0,jm1
1.0,2703.86,16,0.1,56.72,0,jm1
2.0,48284.58,42,0.0967741935483871,44.24,0,jm1
2.0,84699.71,52,0.07692307692307693,41.35,0,jm1
2.0,65221.5,47,0.08571428571428572,42.71,0,jm1
4.0,2808.48,21,0.0,53.21,0,jm1
2.0,6800.95,18,0.2857142857142857,53.9,0,jm1
2.0,5018.88,13,0.4,57.65,0,jm1
2.0,806.0,27,0.5,53.85,0,jm1
3.0,3212.5,14,0.09090909090909091,58.3,0,jm1
1.0,357.65,8,0.0,65.54,0,jm1
6.0,152296.93,105,0.02247191011235955,30.44,0,jm1
2.0,481.63,13,0.0,61.83,0,jm1
7.0,6351.53,44,0.10526315789473684,44.02,0,jm1
12.0,46338.35,88,0.0,33.93,0,jm1
10.0,55028.43,57,0.0,38.12,0,jm1
3.0,3005.29,17,0.0,55.82,0,jm1
5.0,12185.89,34,0.0,46.47,0,jm1
2.0,2416.5,20,0.0,54.27,0,jm1
6.0,5417.21,40,0.029411764705882353,46.53,0,jm1
11.0,53556.22,95,0.0,32.33,0,jm1
2.0,1046.69,16,0.1,58.03,0,jm1
4.0,7644.07,32,0.0,47.59,0,jm1
1.0,1377.95,15,0.0,58.11,0,jm1
1.0,269.58,14,0.0,61.19,0,jm1
8.0,14346.93,58,0.021739130434782608,40.55,0,jm1
32.0,141989.04,172,0.0958904109589041,22.46,0,jm1
1.0,2492.83,20,0.0,53.95,0,jm1
16.0,128029.05,119,0.06060606060606061,28.62,0,jm1
30.0,171338.24,159,0.051470588235294115,23.03,0,jm1
2.0,4220.54,26,0.0,50.31,0,jm1
1.0,4416.31,28,0.0,49.55,0,jm1
3.0,4637.13,17,0.0,54.88,0,jm1
2.0,830.55,20,0.0,56.31,0,jm1
3.0,4773.51,28,0.0,49.91,0,jm1
7.0,12301.49,14,0.0,54.45,0,jm1
17.0,112870.64,22,0.05263157894736842,44.78,0,jm1
1.0,210.8,5,0.0,72.71,0,jm1
1.0,246.08,7,0.0,68.5,0,jm1
1.0,293.17,8,0.0,66.7,0,jm1
3.0,392.4,11,0.0,62.93,0,jm1
4.0,3319.78,20,0.0,54.57,0,jm1
4.0,3613.12,20,0.0,54.38,0,jm1
4.0,3365.15,21,0.0,53.95,0,jm1
13.0,45835.82,84,0.21518987341772153,34.47,0,jm1
3.0,3161.19,41,0.3,46.56,0,jm1
3.0,4590.98,29,0.08333333333333333,50.19,0,jm1
7.0,25795.81,54,0.0,39.85,0,jm1
11.0,3593.74,20,0.0,53.57,0,jm1
4.0,1047.45,11,0.0,62.05,0,jm1
3.0,3344.57,22,0.0,52.76,0,jm1
11.0,5794.71,52,0.3333333333333333,42.43,0,jm1
7.0,2626.63,24,0.0,51.87,0,jm1
3.0,5879.93,25,0.11764705882352941,49.65,0,jm1
31.0,51041.71,105,0.1411764705882353,28.61,0,jm1
6.0,13810.22,41,0.0,44.19,0,jm1
6.0,10080.24,35,0.0,46.29,0,jm1
3.0,8914.89,30,0.0,48.73,0,jm1
4.0,917.38,14,0.0,59.99,0,jm1
5.0,9776.63,36,0.2222222222222222,46.57,0,jm1
3.0,629.47,15,0.0,60.0,0,jm1
4.0,902.99,20,0.0,56.24,0,jm1
10.0,69078.63,50,0.07692307692307693,39.89,0,jm1
1.0,103.4,4,0.0,77.52,0,jm1
7.0,3384.34,14,0.0,58.34,0,jm1
1.0,113.74,5,0.0,74.44,0,jm1
5.0,11270.8,16,0.0,53.49,0,jm1
1.0,1634.74,9,0.0,64.11,0,jm1
19.0,110624.55,117,0.034482758620689655,29.24,0,jm1
18.0,105000.81,114,0.011904761904761904,29.76,0,jm1
8.0,37586.82,41,0.034482758620689655,42.87,0,jm1
10.0,63604.37,54,0.047619047619047616,39.28,0,jm1
20.0,85429.53,116,0.07476635514018691,28.57,0,jm1
7.0,12893.4,38,0.0,44.73,0,jm1
9.0,18539.72,48,0.0,41.5,0,jm1
3.0,3532.96,21,0.0,52.59,0,jm1
9.0,25765.15,68,0.38596491228070173,38.75,0,jm1
4.0,2350.76,13,0.0,59.32,0,jm1
3.0,23264.66,20,0.0,51.66,0,jm1
8.0,17850.0,26,0.05263157894736842,49.1,0,jm1
15.0,25035.29,67,0.23529411764705882,37.05,0,jm1
19.0,42185.83,86,0.208955223880597,32.97,0,jm1
4.0,1530.78,14,0.0,58.81,0,jm1
1.0,393.13,9,0.16666666666666666,65.37,0,jm1
1.0,228.1,9,0.0,68.11,0,jm1
1.0,345.37,8,0.0,67.08,0,jm1
2.0,23652.83,42,0.3142857142857143,44.66,0,jm1
4.0,15269.0,30,0.0,47.61,0,jm1
4.0,2097.57,17,0.0,56.34,0,jm1
1.0,149.49,7,0.25,70.22,0,jm1
2.0,387.18,13,0.2222222222222222,62.76,0,jm1
7.0,30097.64,79,0.3188405797101449,36.49,0,jm1
2.0,155.42,6,0.25,70.75,0,jm1
9.0,16802.16,24,0.0,49.97,0,jm1
1.0,120.46,24,0.6666666666666666,57.3,0,jm1
4.0,460.0,16,0.0,59.44,0,jm1
7.0,9690.41,43,0.0,44.71,0,jm1
4.0,6122.5,36,0.038461538461538464,47.33,0,jm1
1.0,63.17,18,0.7142857142857143,61.79,0,jm1
2.0,732.69,9,0.0,65.54,0,jm1
1.0,651.1,8,0.0,66.85,0,jm1
12.0,12065.36,59,0.0,39.4,0,jm1
2.0,44.92,7,0.0,71.83,0,jm1
1.0,1928.06,10,0.0,63.22,0,jm1
10.0,25467.91,78,0.0,35.31,0,jm1
16.0,92753.23,121,0.08490566037735849,27.57,0,jm1
5.0,16181.61,43,0.0,42.69,0,jm1
4.0,32097.36,97,0.273972602739726,33.96,0,jm1
4.0,30737.51,95,0.2676056338028169,34.28,0,jm1
8.0,14550.07,46,0.07894736842105263,43.25,0,jm1
8.0,10693.71,33,0.15384615384615385,46.35,0,jm1
12.0,25980.4,65,0.05263157894736842,38.28,0,jm1
3.0,18775.16,65,0.20408163265306123,38.77,0,jm1
3.0,496.22,17,0.0,58.3,0,jm1
2.0,712.12,23,0.0,54.68,0,jm1
2.0,653.36,16,0.0,58.15,0,jm1
3.0,955.89,26,0.22727272727272727,52.5,0,jm1
2.0,1891.6,18,0.0,55.97,0,jm1
1.0,1099.18,15,0.0,58.9,0,jm1
1.0,1951.54,14,0.0,57.38,0,jm1
11.0,0.0,26,0.0,67.65,0,jm1
9.0,0.0,46,0.0,62.52,0,jm1
11.0,25685.77,54,0.14634146341463414,39.14,0,jm1
3.0,2852.47,15,0.0,57.3,0,jm1
1.0,338.78,7,0.0,68.29,0,jm1
2.0,433.78,12,0.0,62.91,0,jm1
3.0,2189.4,16,0.0,56.97,0,jm1
4.0,7344.0,44,0.22580645161290322,45.35,0,jm1
2.0,990.0,12,0.0,61.95,0,jm1
2.0,562.59,7,0.0,68.36,0,jm1
2.0,871.2,8,0.0,66.42,0,jm1
2.0,708.15,7,0.0,67.76,0,jm1
3.0,1667.97,12,0.0,60.5,0,jm1
4.0,25506.11,42,0.0,43.17,0,jm1
6.0,47913.05,131,0.03669724770642202,29.85,0,jm1
6.0,0.0,23,0.0,69.49,0,jm1
9.0,0.0,35,0.0,65.11,0,jm1
9.0,0.0,31,0.0,66.26,0,jm1
1.0,639.44,10,0.0,64.41,0,jm1
1.0,2633.07,31,0.07407407407407407,49.3,0,jm1
37.0,212008.39,119,0.017094017094017096,24.28,0,jm1
14.0,4590.87,33,0.0,46.2,0,jm1
5.0,15068.12,37,0.0,44.78,0,jm1
3.0,4533.97,23,0.0,51.11,0,jm1
3.0,3257.16,27,0.0,50.65,0,jm1
3.0,1314.18,12,0.0,60.83,0,jm1
1.0,54.0,5,0.0,74.6,0,jm1
1.0,1206.82,10,0.0,61.87,0,jm1
6.0,26594.77,69,0.12727272727272726,37.33,0,jm1
1.0,2290.22,19,0.0,54.46,0,jm1
10.0,0.0,28,0.0,67.09,0,jm1
2.0,41558.92,74,0.1568627450980392,36.22,0,jm1
1.0,685.32,11,0.0,63.06,0,jm1
2.0,0.0,139,0.0,52.98,0,jm1
1.0,0.0,38,0.0,65.4,0,jm1
1.0,21081.02,85,0.0410958904109589,34.63,0,jm1
1.0,134.42,8,0.0,67.78,0,jm1
2.0,742.43,10,0.0,62.65,0,jm1
3.0,3324.1,15,0.0,56.96,0,jm1
6.0,8216.37,22,0.0,51.45,0,jm1
3.0,349.52,10,0.0,65.1,0,jm1
9.0,28269.3,89,0.09722222222222222,34.47,0,jm1
1.0,331.36,10,0.0,65.45,0,jm1
2.0,609.18,15,0.0,60.35,0,jm1
1.0,822.6,13,0.0,59.64,0,jm1
6.0,14625.44,25,0.0,49.09,0,jm1
3.0,445.39,8,0.0,66.8,0,jm1
8.0,9889.51,30,0.0,46.75,0,jm1
6.0,5769.18,24,0.0,50.16,0,jm1
10.0,15152.09,36,0.0,43.95,0,jm1
1.0,924.18,10,0.0,62.71,0,jm1
2.0,1597.86,12,0.1111111111111111,60.27,0,jm1
20.0,65822.89,108,0.0,30.22,0,jm1
2.0,1063.19,17,0.0,57.15,0,jm1
2.0,196.76,24,0.8235294117647058,58.05,0,jm1
3.0,1673.72,13,0.0,59.05,0,jm1
1.0,1373.39,11,0.0,61.1,0,jm1
5.0,6764.97,29,0.0,48.77,0,jm1
1.0,350.0,9,0.0,66.6,0,jm1
2.0,1312.42,16,0.0,58.42,0,jm1
4.0,12767.18,35,0.10714285714285714,45.92,0,jm1
2.0,24638.11,32,0.0,44.5,0,jm1
3.0,3212.22,17,0.0,55.46,0,jm1
3.0,75190.73,70,0.09375,36.49,0,jm1
1.0,1427.3,9,0.0,62.41,0,jm1
4.0,10095.41,31,0.0,47.26,0,jm1
1.0,1515.02,10,0.0,61.26,0,jm1
1.0,779.32,8,0.0,64.79,0,jm1
3.0,3228.91,19,0.0,53.21,0,jm1
9.0,0.0,40,0.0,63.84,0,jm1
12.0,12559.06,57,0.0,39.68,0,jm1
2.0,9276.22,27,0.0,47.26,0,jm1
14.0,43216.69,66,0.044444444444444446,36.93,0,jm1
1.0,3728.57,15,0.0,54.18,0,jm1
1.0,2352.08,17,0.0,57.44,0,jm1
1.0,205.6,5,0.0,71.76,0,jm1
2.0,1310.13,19,0.0,56.24,0,jm1
2.0,1430.64,21,0.07142857142857142,53.94,0,jm1
10.0,37194.69,65,0.05357142857142857,36.57,0,jm1
3.0,5752.87,24,0.0,50.68,0,jm1
4.0,3342.53,26,0.0,50.56,0,jm1
12.0,35747.23,58,0.075,38.13,0,jm1
3.0,2266.44,19,0.0,55.76,0,jm1
6.0,11581.23,22,0.0,50.63,0,jm1
6.0,0.0,12,0.0,75.65,0,jm1
2.0,7277.8,21,0.05555555555555555,51.85,0,jm1
2.0,1138.01,10,0.0,62.36,0,jm1
5.0,5127.59,22,0.0,52.3,0,jm1
2.0,585.95,10,0.0,64.9,0,jm1
2.0,1078.11,10,0.0,62.52,0,jm1
6.0,7944.92,26,0.0,49.72,0,jm1
6.0,10212.5,33,0.0,47.33,0,jm1
2.0,1416.47,11,0.0,61.47,0,jm1
5.0,2539.56,16,0.0,56.49,0,jm1
3.0,703.67,13,0.0,60.93,0,jm1
1.0,5792.61,29,0.0,50.53,0,jm1
3.0,20187.48,47,0.027777777777777776,42.06,0,jm1
8.0,29383.61,63,0.0,38.77,0,jm1
9.0,15465.98,46,0.0,41.87,0,jm1
1.0,69.74,6,0.0,72.09,0,jm1
1.0,586.44,9,0.0,64.59,0,jm1
1.0,771.46,15,0.0,58.62,0,jm1
1.0,320.0,22,0.0,57.26,0,jm1
1.0,70.2,6,0.0,71.75,0,jm1
1.0,345.78,13,0.0,60.52,0,jm1
1.0,194.27,5,0.0,72.4,0,jm1
4.0,1672.62,19,0.0,55.04,0,jm1
78.0,1199190.81,281,0.0,7.71,0,jm1
57.0,1050455.77,379,0.16314199395770393,8.48,0,jm1
2.0,1481.5,20,0.07142857142857142,54.24,0,jm1
4.0,2459.78,25,0.0,50.56,0,jm1
5.0,9941.84,35,0.09375,45.73,0,jm1
2.0,1919.28,24,0.07142857142857142,52.85,0,jm1
2.0,616.79,10,0.0,64.74,0,jm1
18.0,53729.51,65,0.01694915254237288,35.63,0,jm1
5.0,6390.91,28,0.0,49.35,0,jm1
5.0,7692.13,36,0.08,46.3,0,jm1
6.0,4959.29,47,0.28205128205128205,44.55,0,jm1
2.0,797.12,16,0.25,58.29,0,jm1
20.0,25384.76,61,0.07407407407407407,36.65,0,jm1
1.0,18549.57,40,0.03125,44.14,0,jm1
4.0,1932.09,21,0.0,53.89,0,jm1
1.0,4162.24,24,0.058823529411764705,52.18,0,jm1
2.0,714.12,24,0.2,54.05,0,jm1
1.0,386.78,11,0.0,62.98,0,jm1
4.0,4900.41,29,0.0,49.02,0,jm1
1.0,1420.47,17,0.0,56.34,0,jm1
3.0,1276.0,12,0.0,60.14,0,jm1
3.0,5234.0,24,0.058823529411764705,51.45,0,jm1
3.0,6287.07,30,0.0,48.74,0,jm1
1.0,258.12,5,0.0,71.95,0,jm1
22.0,28249.68,97,0.0,31.96,0,jm1
4.0,10019.59,27,0.0,49.14,0,jm1
1.0,746.67,11,0.0,62.39,0,jm1
3.0,4873.05,21,0.0,52.77,0,jm1
2.0,2118.3,18,0.0,55.48,0,jm1
2.0,319.72,9,0.0,66.15,0,jm1
3.0,1562.9,12,0.0,60.29,0,jm1
5.0,9331.72,31,0.041666666666666664,47.49,0,jm1
5.0,15744.05,39,0.3225806451612903,44.97,0,jm1
5.0,23101.7,70,0.23214285714285715,37.59,0,jm1
2.0,1404.74,10,0.0,62.54,0,jm1
1.0,3124.78,13,0.0,58.34,0,jm1
1.0,227.03,7,0.0,69.42,0,jm1
1.0,3181.37,14,0.0,57.51,0,jm1
1.0,733.44,8,0.0,65.64,0,jm1
1.0,1032.06,8,0.0,65.19,0,jm1
19.0,22079.52,84,0.0,34.37,0,jm1
4.0,9882.48,30,0.0,48.22,0,jm1
1.0,272.46,5,0.0,71.78,0,jm1
1.0,2910.99,20,0.0,54.28,0,jm1
2.0,2838.95,20,0.0,53.69,0,jm1
2.0,578.57,12,0.0,62.19,0,jm1
3.0,1757.96,13,0.0,59.08,0,jm1
4.0,8272.58,26,0.0,49.39,0,jm1
31.0,222410.42,181,0.04375,20.55,0,jm1
1.0,9813.43,35,0.0,46.05,0,jm1
1.0,241.76,7,0.0,69.02,0,jm1
4.0,4141.81,27,0.24,51.13,0,jm1
2.0,2115.2,18,0.07692307692307693,56.07,0,jm1
2.0,224.17,17,0.3333333333333333,60.33,0,jm1
2.0,161.94,7,0.0,69.85,0,jm1
6.0,6946.35,50,0.0,42.97,0,jm1
6.0,6171.56,47,0.0,43.73,0,jm1
2.0,1971.73,23,0.0,53.96,0,jm1
3.0,6854.64,28,0.09523809523809523,49.19,0,jm1
33.0,265324.3,224,0.0,18.07,0,jm1
10.0,12703.19,64,0.02,38.77,0,jm1
3.0,1357.61,20,0.0,54.88,0,jm1
2.0,825.1,17,0.0,57.24,0,jm1
2.0,205.6,8,0.2,67.18,0,jm1
2.0,3092.48,20,0.0,53.78,0,jm1
2.0,875.19,11,0.0,61.93,0,jm1
6.0,9381.29,31,0.0,47.15,0,jm1
3.0,2764.22,22,0.0,52.78,0,jm1
2.0,1473.74,19,0.0,55.63,0,jm1
2.0,850.08,16,0.0,57.98,0,jm1
2.0,5421.34,22,0.0,51.79,0,jm1
10.0,79836.25,105,0.011494252873563218,30.76,0,jm1
4.0,5591.27,28,0.0,48.8,0,jm1
5.0,23357.27,41,0.0,43.73,0,jm1
5.0,8349.43,26,0.0,49.49,0,jm1
3.0,7753.7,35,0.0,46.99,0,jm1
6.0,1396.91,29,0.0,50.6,0,jm1
8.0,5620.38,41,0.1875,45.35,0,jm1
3.0,4492.43,17,0.06666666666666667,55.16,0,jm1
2.0,209.28,8,0.0,68.35,0,jm1
2.0,112.43,6,0.0,71.18,0,jm1
8.0,14940.47,38,0.0,44.56,0,jm1
8.0,46192.44,51,0.0,39.72,0,jm1
1.0,208.15,6,0.0,69.8,0,jm1
3.0,7264.34,73,0.7076923076923077,39.64,0,jm1
1.0,0.0,2,0.0,93.3,0,jm1
2.0,788.3,15,0.4166666666666667,59.77,0,jm1
2.0,3154.0,16,0.0,56.26,0,jm1
13.0,20918.07,53,0.0,39.58,0,jm1
4.0,55924.15,62,0.0,38.39,0,jm1
8.0,64163.15,119,0.07317073170731707,30.46,0,jm1
5.0,4207.87,28,0.0,49.44,0,jm1
8.0,49118.73,60,0.09523809523809523,38.56,0,jm1
5.0,2950.59,31,0.34615384615384615,50.17,0,jm1
9.0,14283.51,47,0.04878048780487805,42.24,0,jm1
3.0,11154.73,39,0.1724137931034483,44.92,0,jm1
6.0,2282.35,36,0.29411764705882354,48.73,0,jm1
4.0,2068.19,16,0.0,56.59,0,jm1
11.0,10431.63,44,0.029411764705882353,42.61,0,jm1
1.0,11020.38,38,0.0,45.36,0,jm1
2.0,161.94,6,0.0,71.31,0,jm1
6.0,5227.43,27,0.0,49.26,0,jm1
6.0,50758.43,93,0.16901408450704225,33.6,0,jm1
7.0,7307.63,82,0.5205479452054794,39.0,0,jm1
3.0,10982.67,22,0.0,50.64,0,jm1
18.0,59485.13,67,0.01639344262295082,35.0,0,jm1
2.0,2481.83,15,0.08333333333333333,57.13,0,jm1
3.0,2731.15,23,0.11764705882352941,53.27,0,jm1
3.0,13680.63,52,0.1388888888888889,41.76,0,jm1
10.0,24499.5,62,0.08,38.67,0,jm1
21.0,97414.98,145,0.13533834586466165,26.56,0,jm1
8.0,0.0,37,0.0,64.72,0,jm1
10.0,17680.0,71,0.2222222222222222,38.58,0,jm1
1.0,0.0,6,0.75,82.89,0,jm1
4.0,5684.85,47,0.21052631578947367,44.84,0,jm1
4.0,6729.66,34,0.03571428571428571,48.43,0,jm1
1.0,86.37,7,0.0,69.98,0,jm1
1.0,594.0,9,0.0,66.31,0,jm1
11.0,0.0,85,0.0,56.43,0,jm1
1.0,630.64,6,0.0,68.59,0,jm1
3.0,0.0,48,0.0,62.92,0,jm1
2.0,420.0,9,0.0,65.91,0,jm1
8.0,49382.78,65,0.16363636363636364,36.86,0,jm1
29.0,729371.6,226,0.009302325581395349,17.77,0,jm1
4.0,27413.4,57,0.02,39.62,0,jm1
4.0,31310.62,61,0.018518518518518517,38.67,0,jm1
7.0,116083.73,87,0.0,32.42,0,jm1
6.0,5384.59,30,0.22727272727272727,48.73,0,jm1
3.0,2626.89,14,0.0,57.72,0,jm1
9.0,9024.89,33,0.2,46.51,0,jm1
1.0,213.1,7,0.0,67.5,0,jm1
1.0,371.22,12,0.14285714285714285,62.24,0,jm1
1.0,103.4,5,0.0,74.73,0,jm1
1.0,304.31,5,0.0,72.68,0,jm1
6.0,13453.78,69,0.2982456140350877,38.99,0,jm1
2.0,5990.95,28,0.09523809523809523,49.03,0,jm1
3.0,8948.86,19,0.0,52.13,0,jm1
1.0,1162.58,7,0.0,65.8,0,jm1
13.0,210218.88,144,0.2222222222222222,26.4,0,jm1
2.0,257.0,9,0.0,65.74,0,jm1
1.0,71.32,4,0.0,76.54,0,jm1
1.0,38.77,7,0.0,73.09,0,jm1
1.0,0.0,7,0.8,81.43,0,jm1
2.0,6426.0,27,0.0,50.14,0,jm1
11.0,143593.2,145,0.04395604395604396,27.15,0,jm1
6.0,3206.27,34,0.0,47.97,0,jm1
1.0,148.02,8,0.0,67.08,0,jm1
3.0,1142.73,19,0.0,55.86,0,jm1
3.0,1170.6,18,0.0,56.3,0,jm1
1.0,159.91,8,0.0,66.84,0,jm1
6.0,3250.8,34,0.0,47.93,0,jm1
3.0,1142.73,18,0.0,56.37,0,jm1
2.0,574.63,14,0.0,59.89,0,jm1
3.0,1330.97,19,0.0,55.54,0,jm1
4.0,1906.47,23,0.0,52.9,0,jm1
6.0,12193.85,47,0.0,42.92,0,jm1
3.0,917.55,11,0.0,62.35,0,jm1
2.0,3872.1,23,0.0,52.03,0,jm1
4.0,15018.77,40,0.0,44.26,0,jm1
4.0,8489.72,24,0.0,50.46,0,jm1
5.0,13402.82,52,0.023809523809523808,42.03,0,jm1
4.0,7999.96,36,0.0,46.55,0,jm1
9.0,19725.7,43,0.21621621621621623,43.43,0,jm1
1.0,625.24,5,0.0,69.72,0,jm1
11.0,18900.6,30,0.0,46.02,0,jm1
5.0,5307.22,18,0.23076923076923078,54.36,0,jm1
4.0,7054.02,16,0.0,55.32,0,jm1
6.0,12496.15,18,0.0,53.23,0,jm1
6.0,14210.21,26,0.045454545454545456,49.71,0,jm1
7.0,18384.21,28,0.0,47.53,0,jm1
3.0,2854.71,15,0.0,57.63,0,jm1
6.0,20888.63,26,0.0,49.52,0,jm1
10.0,17304.83,23,0.0,49.18,0,jm1
11.0,32204.19,40,0.0625,43.18,0,jm1
3.0,2593.51,14,0.0,57.77,0,jm1
4.0,3489.57,18,0.0,55.21,0,jm1
17.0,89578.61,65,0.0,35.97,0,jm1
10.0,22075.47,35,0.06896551724137931,44.88,0,jm1
8.0,23135.93,86,0.23376623376623376,36.02,0,jm1
9.0,22758.63,108,0.29545454545454547,33.77,0,jm1
4.0,4812.16,42,0.2647058823529412,46.07,0,jm1
7.0,16939.37,60,0.2641509433962264,40.94,0,jm1
6.0,11884.29,27,0.0,49.78,0,jm1
5.0,1887.6,15,0.0,58.82,0,jm1
1.0,3135.19,12,0.09090909090909091,59.27,0,jm1
37.0,409132.47,283,0.14919354838709678,16.58,0,jm1
2.0,541.33,15,0.0,59.62,0,jm1
31.0,227989.05,259,0.17699115044247787,18.99,0,jm1
37.0,396646.41,292,0.1556420233463035,16.28,0,jm1
9.0,9793.69,65,0.25925925925925924,40.2,0,jm1
9.0,9793.69,67,0.2545454545454545,39.91,0,jm1
37.0,428738.87,284,0.14919354838709678,16.36,0,jm1
5.0,4904.65,22,0.0,52.48,0,jm1
9.0,9793.69,67,0.26785714285714285,39.91,0,jm1
9.0,10098.38,75,0.2542372881355932,38.7,0,jm1
31.0,91988.22,165,0.03225806451612903,23.97,0,jm1
1.0,88.76,7,0.0,69.49,0,jm1
1.0,67.38,4,0.0,76.91,0,jm1
1.0,247.11,6,0.0,69.21,0,jm1
1.0,266.51,7,0.0,68.26,0,jm1
3.0,1290.49,14,0.0,58.54,0,jm1
3.0,8172.36,25,0.0,51.27,0,jm1
2.0,333.04,6,0.0,69.52,0,jm1
2.0,3619.34,16,0.0,56.02,0,jm1
4.0,1011.33,24,0.0,53.76,0,jm1
4.0,1498.37,10,0.0,61.74,0,jm1
1.0,133.14,6,0.0,71.15,0,jm1
6.0,3101.34,26,0.0,51.23,0,jm1
1.0,522.4,10,0.0,64.0,0,jm1
5.0,2307.53,22,0.0,53.5,0,jm1
2.0,254.13,11,0.0,64.75,0,jm1
6.0,4906.89,33,0.20833333333333334,48.31,0,jm1
2.0,2864.38,30,0.2727272727272727,50.55,0,jm1
34.0,102811.39,88,0.08860759493670886,29.36,0,jm1
39.0,141385.82,159,0.15789473684210525,22.1,0,jm1
37.0,0.0,173,0.0,46.2,0,jm1
12.0,15986.79,64,0.0,37.95,0,jm1
3.0,2514.31,23,0.0,52.04,0,jm1
3.0,1274.38,11,0.0,61.58,0,jm1
10.0,31062.9,54,0.022727272727272728,39.65,0,jm1
2.0,1043.09,7,0.0,66.17,0,jm1
1.0,222.03,5,0.0,72.4,0,jm1
5.0,5254.23,25,0.0,50.14,0,jm1
5.0,5254.23,27,0.0,49.42,0,jm1
23.0,1874505.53,486,0.0,8.8,0,jm1
3.0,1204.29,15,0.0,58.18,0,jm1
44.0,1638152.27,362,0.056074766355140186,9.74,0,jm1
66.0,208407.84,138,0.015267175572519083,18.77,0,jm1
3.0,4977.78,22,0.0,52.09,0,jm1
3.0,3105.0,21,0.0,52.98,0,jm1
4.0,8456.28,36,0.0,46.42,0,jm1
40.0,76280.59,113,0.04,25.76,0,jm1
4.0,2077.57,27,0.25,52.3,0,jm1
4.0,2051.04,32,0.20833333333333334,49.89,0,jm1
4.0,2227.8,39,0.25,47.61,0,jm1
1.0,145.3,5,0.0,72.82,0,jm1
6.0,11621.51,60,0.17647058823529413,39.91,0,jm1
65.0,216922.91,147,0.036231884057971016,17.81,0,jm1
4.0,14844.27,42,0.027777777777777776,43.96,0,jm1
5.0,41561.39,78,0.014705882352941176,35.84,0,jm1
3.0,3234.72,24,0.0,51.21,0,jm1
5.0,7220.73,44,0.08571428571428572,44.2,0,jm1
24.0,40565.45,89,0.07792207792207792,31.8,0,jm1
45.0,170667.98,107,0.05102040816326531,25.03,0,jm1
4.0,2624.82,32,0.20833333333333334,49.61,0,jm1
5.0,7911.0,37,0.13793103448275862,45.01,0,jm1
15.0,30468.04,74,0.13114754098360656,35.61,0,jm1
3.0,3950.15,31,0.043478260869565216,49.5,0,jm1
8.0,6658.6,22,0.0625,51.21,0,jm1
7.0,15475.59,47,0.1388888888888889,42.62,0,jm1
5.0,5118.2,30,0.0,48.82,0,jm1
